cut_month,LR,RF,HGB
2022-06,0.2657952069716776,0.2598870056497175,0.37
2022-12,0.205607476635514,0.5363128491620112,0.5098039215686274
2023-06,0.0,0.1891891891891892,0.3103448275862069
